flight_id,airline,source,destination,route,departure_time,arrival_time,departure_date,departure_hour,duration_minutes,overnight_flight,anomaly_flag,data_quality_status
AI158,Air India,CCU,DEL,CCU → DEL,04:41.7,01:41.7,4/20/2026,6,177,FALSE,FALSE,Valid
UK206,Vistara,MAA,BLR,MAA → BLR,01:41.7,34:41.7,4/20/2026,6,273,FALSE,FALSE,Valid
SJ138,SpiceJet,BLR,BOM,BLR → BOM,55:41.7,43:41.7,4/20/2026,5,48,FALSE,FALSE,Valid
AI034,Air India,DEL,BOM,DEL → BOM,48:41.7,31:41.7,4/20/2026,5,283,FALSE,FALSE,Valid
AI012,Air India,BOM,CCU,BOM → CCU,44:41.7,47:41.7,4/20/2026,5,243,FALSE,FALSE,Valid
6F083,IndiGo,BLR,DEL,BLR → DEL,24:41.7,03:41.7,4/20/2026,5,39,FALSE,FALSE,Valid
SJ083,SpiceJet,MAA,BLR,MAA → BLR,13:41.7,17:41.7,4/20/2026,5,184,FALSE,FALSE,Valid
SJ186,SpiceJet,CCU,DEL,CCU → DEL,11:41.7,22:41.7,4/20/2026,5,131,FALSE,FALSE,Valid
UK001,Vistara,CCU,DEL,CCU → DEL,06:41.7,31:41.7,4/20/2026,5,85,FALSE,FALSE,Valid
AI217,Air India,CCU,BLR,CCU → BLR,57:41.7,14:41.7,4/20/2026,4,137,FALSE,FALSE,Valid
6F178,IndiGo,BOM,CCU,BOM → CCU,48:41.7,11:41.7,4/20/2026,4,263,FALSE,FALSE,Valid
UK015,Vistara,BLR,BOM,BLR → BOM,46:41.7,33:41.7,4/20/2026,4,107,FALSE,FALSE,Valid
AI112,Air India,DEL,BLR,DEL → BLR,41:41.7,24:41.7,4/20/2026,4,223,FALSE,FALSE,Valid
UK100,Vistara,CCU,BLR,CCU → BLR,40:41.7,12:41.7,4/20/2026,4,152,FALSE,FALSE,Valid
6F133,IndiGo,MAA,BLR,MAA → BLR,38:41.7,25:41.7,4/20/2026,4,107,FALSE,FALSE,Valid
AI227,Air India,BLR,MAA,BLR → MAA,31:41.7,17:41.7,4/20/2026,4,226,FALSE,FALSE,Valid
UK093,Vistara,HYD,CCU,HYD → CCU,31:41.7,21:41.7,4/20/2026,4,50,FALSE,FALSE,Valid
UK203,Vistara,BLR,HYD,BLR → HYD,12:41.7,24:41.7,4/20/2026,4,72,FALSE,FALSE,Valid
UK154,Vistara,MAA,HYD,MAA → HYD,00:41.7,57:41.7,4/20/2026,4,237,FALSE,FALSE,Valid
UK073,Vistara,BLR,CCU,BLR → CCU,59:41.7,09:41.7,4/20/2026,3,250,FALSE,FALSE,Valid
AI164,Air India,DEL,BLR,DEL → BLR,57:41.7,45:41.7,4/20/2026,3,108,FALSE,FALSE,Valid
UK008,Vistara,CCU,BLR,CCU → BLR,57:41.7,34:41.7,4/20/2026,3,37,FALSE,FALSE,Valid
UK051,Vistara,HYD,DEL,HYD → DEL,55:41.7,55:41.7,4/20/2026,3,180,FALSE,FALSE,Valid
UK208,Vistara,DEL,CCU,DEL → CCU,54:41.7,51:41.7,4/20/2026,3,297,FALSE,FALSE,Valid
AI150,Air India,BOM,DEL,BOM → DEL,51:41.7,38:41.7,4/20/2026,3,47,FALSE,FALSE,Valid
AI189,Air India,CCU,DEL,CCU → DEL,44:41.7,32:41.7,4/20/2026,3,108,FALSE,FALSE,Valid
6F230,IndiGo,CCU,BLR,CCU → BLR,34:41.7,47:41.7,4/20/2026,3,193,FALSE,FALSE,Valid
6F169,IndiGo,BOM,DEL,BOM → DEL,27:41.7,06:41.7,4/20/2026,3,279,FALSE,FALSE,Valid
AI205,Air India,BLR,BOM,BLR → BOM,26:41.7,14:41.7,4/20/2026,3,108,FALSE,FALSE,Valid
AI103,Air India,BLR,BOM,BLR → BOM,26:41.7,04:41.7,4/20/2026,3,38,FALSE,FALSE,Valid
AI246,Air India,BOM,BLR,BOM → BLR,22:41.7,41:41.7,4/20/2026,3,199,FALSE,FALSE,Valid
6F187,IndiGo,BOM,MAA,BOM → MAA,19:41.7,37:41.7,4/20/2026,3,258,FALSE,FALSE,Valid
AI082,Air India,DEL,CCU,DEL → CCU,19:41.7,01:41.7,4/20/2026,3,162,FALSE,FALSE,Valid
UK116,Vistara,CCU,BOM,CCU → BOM,18:41.7,06:41.7,4/20/2026,3,228,FALSE,FALSE,Valid
SJ169,SpiceJet,BOM,MAA,BOM → MAA,10:41.7,56:41.7,4/20/2026,3,286,FALSE,FALSE,Valid
AI175,Air India,BOM,HYD,BOM → HYD,08:41.7,55:41.7,4/20/2026,3,227,FALSE,FALSE,Valid
SJ098,SpiceJet,HYD,MAA,HYD → MAA,02:41.7,37:41.7,4/20/2026,3,35,FALSE,FALSE,Valid
SJ191,SpiceJet,BLR,BOM,BLR → BOM,01:41.7,23:41.7,4/20/2026,3,82,FALSE,FALSE,Valid
SJ017,SpiceJet,DEL,MAA,DEL → MAA,57:41.7,00:41.7,4/20/2026,2,123,FALSE,FALSE,Valid
UK188,Vistara,MAA,BLR,MAA → BLR,55:41.7,44:41.7,4/20/2026,2,49,FALSE,FALSE,Valid
AI196,Air India,MAA,HYD,MAA → HYD,52:41.7,25:41.7,4/20/2026,2,93,FALSE,FALSE,Valid
AI068,Air India,BOM,BLR,BOM → BLR,48:41.7,48:42.0,4/20/2026,2,120.0049667,FALSE,FALSE,Valid
SJ097,SpiceJet,BOM,CCU,BOM → CCU,37:41.7,27:41.7,4/20/2026,2,170,FALSE,FALSE,Valid
SJ030,SpiceJet,DEL,HYD,DEL → HYD,36:41.7,19:41.7,4/20/2026,2,43,FALSE,FALSE,Valid
6F179,IndiGo,HYD,MAA,HYD → MAA,25:41.7,40:41.7,4/20/2026,2,255,FALSE,FALSE,Valid
6F156,IndiGo,MAA,BOM,MAA → BOM,23:41.7,57:41.7,4/20/2026,2,154,FALSE,FALSE,Valid
6F250,IndiGo,CCU,BLR,CCU → BLR,23:41.7,56:41.7,4/20/2026,2,33,FALSE,FALSE,Valid
SJ057,SpiceJet,BOM,CCU,BOM → CCU,17:41.7,29:41.7,4/20/2026,2,192,FALSE,FALSE,Valid
6F036,IndiGo,CCU,BLR,CCU → BLR,14:41.7,57:41.7,4/20/2026,2,283,FALSE,FALSE,Valid
6F201,IndiGo,CCU,BOM,CCU → BOM,09:41.7,49:41.7,4/20/2026,2,280,FALSE,FALSE,Valid
6F143,IndiGo,CCU,DEL,CCU → DEL,09:41.7,08:41.7,4/20/2026,2,239,FALSE,FALSE,Valid
6F177,IndiGo,HYD,MAA,HYD → MAA,03:41.7,25:41.7,4/20/2026,2,142,FALSE,FALSE,Valid
6F031,IndiGo,BOM,BLR,BOM → BLR,00:41.7,37:41.7,4/20/2026,2,277,FALSE,FALSE,Valid
UK165,Vistara,DEL,BLR,DEL → BLR,51:41.7,04:41.7,4/20/2026,1,253,FALSE,FALSE,Valid
6F122,IndiGo,DEL,BLR,DEL → BLR,44:41.7,28:41.7,4/20/2026,1,224,FALSE,FALSE,Valid
AI009,Air India,DEL,CCU,DEL → CCU,31:41.7,05:41.7,4/20/2026,1,154,FALSE,FALSE,Valid
6F046,IndiGo,DEL,BLR,DEL → BLR,27:41.7,08:41.7,4/20/2026,1,221,FALSE,FALSE,Valid
AI051,Air India,MAA,BLR,MAA → BLR,27:41.7,22:41.7,4/20/2026,1,55,FALSE,FALSE,Valid
UK222,Vistara,BOM,CCU,BOM → CCU,22:41.7,57:41.7,4/20/2026,1,95,FALSE,FALSE,Valid
SJ127,SpiceJet,BOM,DEL,BOM → DEL,21:41.7,58:41.7,4/20/2026,1,157,FALSE,FALSE,Valid
AI226,Air India,BLR,HYD,BLR → HYD,19:41.7,08:41.7,4/20/2026,1,169,FALSE,FALSE,Valid
AI216,Air India,BOM,CCU,BOM → CCU,10:41.7,34:41.7,4/20/2026,1,84,FALSE,FALSE,Valid
6F058,IndiGo,BOM,CCU,BOM → CCU,04:41.7,33:41.7,4/20/2026,1,149,FALSE,FALSE,Valid
SJ207,SpiceJet,DEL,CCU,DEL → CCU,52:41.7,05:41.7,4/20/2026,0,193,FALSE,FALSE,Valid
SJ198,SpiceJet,CCU,BOM,CCU → BOM,47:41.7,28:41.7,4/20/2026,0,281,FALSE,FALSE,Valid
SJ108,SpiceJet,BLR,HYD,BLR → HYD,40:41.7,16:41.7,4/20/2026,0,156,FALSE,FALSE,Valid
SJ155,SpiceJet,DEL,CCU,DEL → CCU,38:41.7,38:41.7,4/20/2026,0,300,FALSE,FALSE,Valid
6F193,IndiGo,BOM,MAA,BOM → MAA,34:41.7,32:41.7,4/20/2026,0,118,FALSE,FALSE,Valid
6F019,IndiGo,BLR,BOM,BLR → BOM,19:41.7,14:41.7,4/20/2026,0,235,FALSE,FALSE,Valid
AI102,Air India,CCU,BLR,CCU → BLR,17:41.7,08:41.7,4/20/2026,0,291,FALSE,FALSE,Valid
6F166,IndiGo,BOM,CCU,BOM → CCU,03:41.7,33:41.7,4/20/2026,0,270,FALSE,FALSE,Valid
UK175,Vistara,BLR,BOM,BLR → BOM,56:41.7,18:41.7,4/19/2026,23,202,TRUE,FALSE,Valid
6F010,IndiGo,DEL,BLR,DEL → BLR,53:41.7,44:41.7,4/19/2026,23,231,TRUE,FALSE,Valid
AI234,Air India,BOM,MAA,BOM → MAA,50:41.7,34:41.7,4/19/2026,23,104,TRUE,FALSE,Valid
UK135,Vistara,HYD,DEL,HYD → DEL,50:41.7,43:41.7,4/19/2026,23,113,TRUE,FALSE,Valid
6F272,IndiGo,HYD,MAA,HYD → MAA,35:41.7,22:41.7,4/19/2026,23,47,TRUE,FALSE,Valid
AI061,Air India,BOM,CCU,BOM → CCU,31:41.7,02:41.7,4/19/2026,23,91,TRUE,FALSE,Valid
6F070,IndiGo,HYD,DEL,HYD → DEL,23:41.7,24:41.7,4/19/2026,23,181,TRUE,FALSE,Valid
AI015,Air India,BLR,CCU,BLR → CCU,21:41.7,15:41.7,4/19/2026,23,114,TRUE,FALSE,Valid
SJ076,SpiceJet,DEL,MAA,DEL → MAA,01:41.7,02:41.7,4/19/2026,23,181,TRUE,FALSE,Valid
SJ029,SpiceJet,HYD,DEL,HYD → DEL,55:41.7,22:41.7,4/19/2026,22,87,TRUE,FALSE,Valid
SJ194,SpiceJet,CCU,DEL,CCU → DEL,46:41.7,31:41.7,4/19/2026,22,225,TRUE,FALSE,Valid
AI235,Air India,BLR,HYD,BLR → HYD,45:41.7,12:41.7,4/19/2026,22,207,TRUE,FALSE,Valid
SJ048,SpiceJet,MAA,BLR,MAA → BLR,43:41.7,19:41.7,4/19/2026,22,96,TRUE,FALSE,Valid
SJ114,SpiceJet,HYD,DEL,HYD → DEL,42:41.7,02:41.7,4/19/2026,22,200,TRUE,FALSE,Valid
SJ146,SpiceJet,HYD,BLR,HYD → BLR,37:41.7,33:41.7,4/19/2026,22,116,TRUE,FALSE,Valid
UK041,Vistara,HYD,MAA,HYD → MAA,37:41.7,44:41.7,4/19/2026,22,67,FALSE,FALSE,Valid
6F075,IndiGo,BOM,CCU,BOM → CCU,20:41.7,02:41.7,4/19/2026,22,282,TRUE,FALSE,Valid
SJ020,SpiceJet,BLR,BOM,BLR → BOM,18:41.7,27:41.7,4/19/2026,22,249,TRUE,FALSE,Valid
SJ099,SpiceJet,MAA,BLR,MAA → BLR,14:41.7,34:41.7,4/19/2026,22,140,TRUE,FALSE,Valid
6F078,IndiGo,BOM,CCU,BOM → CCU,04:41.7,37:41.7,4/19/2026,22,93,FALSE,FALSE,Valid
UK219,Vistara,BOM,HYD,BOM → HYD,03:41.7,21:41.7,4/19/2026,22,258,TRUE,FALSE,Valid
UK223,Vistara,CCU,DEL,CCU → DEL,58:41.7,30:41.7,4/19/2026,21,32,FALSE,FALSE,Valid
UK227,Vistara,BOM,HYD,BOM → HYD,57:41.7,47:41.7,4/19/2026,21,230,TRUE,FALSE,Valid
6F260,IndiGo,CCU,DEL,CCU → DEL,51:41.7,14:41.7,4/19/2026,21,203,TRUE,FALSE,Valid
AI096,Air India,CCU,DEL,CCU → DEL,48:41.7,46:41.7,4/19/2026,21,298,TRUE,FALSE,Valid
6F022,IndiGo,MAA,BLR,MAA → BLR,46:41.7,05:41.7,4/19/2026,21,259,TRUE,FALSE,Valid
6F237,IndiGo,HYD,MAA,HYD → MAA,41:41.7,44:41.7,4/19/2026,21,183,TRUE,FALSE,Valid
UK146,Vistara,BOM,MAA,BOM → MAA,40:41.7,08:41.7,4/19/2026,21,148,TRUE,FALSE,Valid
SJ015,SpiceJet,BOM,CCU,BOM → CCU,40:41.7,52:41.7,4/19/2026,21,72,FALSE,FALSE,Valid
AI108,Air India,BLR,CCU,BLR → CCU,32:41.7,17:41.7,4/19/2026,21,165,TRUE,FALSE,Valid
UK020,Vistara,MAA,BLR,MAA → BLR,23:41.7,38:41.7,4/19/2026,21,75,FALSE,FALSE,Valid
6F113,IndiGo,BOM,CCU,BOM → CCU,04:41.7,30:41.7,4/19/2026,21,266,TRUE,FALSE,Valid
6F112,IndiGo,HYD,DEL,HYD → DEL,00:41.7,16:41.7,4/19/2026,21,136,FALSE,FALSE,Valid
6F246,IndiGo,HYD,DEL,HYD → DEL,00:41.7,16:41.7,4/19/2026,21,136,FALSE,FALSE,Valid
UK158,Vistara,BOM,MAA,BOM → MAA,49:41.7,22:41.7,4/19/2026,20,33,FALSE,FALSE,Valid
UK159,Vistara,CCU,BLR,CCU → BLR,45:41.7,32:41.7,4/19/2026,20,167,FALSE,FALSE,Valid
UK084,Vistara,MAA,DEL,MAA → DEL,44:41.7,20:41.7,4/19/2026,20,216,TRUE,FALSE,Valid
SJ206,SpiceJet,DEL,CCU,DEL → CCU,43:41.7,21:41.7,4/19/2026,20,278,TRUE,FALSE,Valid
UK044,Vistara,BLR,BOM,BLR → BOM,31:41.7,29:41.7,4/19/2026,20,178,FALSE,FALSE,Valid
SJ036,SpiceJet,DEL,HYD,DEL → HYD,24:41.7,54:41.7,4/19/2026,20,210,FALSE,FALSE,Valid
6F176,IndiGo,CCU,DEL,CCU → DEL,23:42.0,23:42.0,4/19/2026,20,180,FALSE,FALSE,Valid
6F148,IndiGo,CCU,BOM,CCU → BOM,23:41.7,30:41.7,4/19/2026,20,127,FALSE,FALSE,Valid
6F202,IndiGo,HYD,BLR,HYD → BLR,18:41.7,48:41.7,4/19/2026,20,210,FALSE,FALSE,Valid
6F071,IndiGo,DEL,CCU,DEL → CCU,18:41.7,31:41.7,4/19/2026,20,253,TRUE,FALSE,Valid
AI105,Air India,CCU,DEL,CCU → DEL,16:41.7,03:41.7,4/19/2026,20,107,FALSE,FALSE,Valid
AI241,Air India,HYD,BLR,HYD → BLR,11:41.7,18:41.7,4/19/2026,20,127,FALSE,FALSE,Valid
SJ162,SpiceJet,DEL,HYD,DEL → HYD,11:41.7,30:41.7,4/19/2026,20,139,FALSE,FALSE,Valid
6F003,IndiGo,HYD,BOM,HYD → BOM,06:41.7,13:41.7,4/19/2026,20,187,FALSE,FALSE,Valid
6F249,IndiGo,HYD,BOM,HYD → BOM,06:41.7,13:41.7,4/19/2026,20,187,FALSE,FALSE,Valid
AI237,Air India,BOM,CCU,BOM → CCU,58:41.7,13:41.7,4/19/2026,19,195,FALSE,FALSE,Valid
SJ134,SpiceJet,BOM,CCU,BOM → CCU,58:41.7,15:41.7,4/19/2026,19,257,TRUE,FALSE,Valid
AI071,Air India,BOM,MAA,BOM → MAA,55:41.7,58:41.7,4/19/2026,19,183,FALSE,FALSE,Valid
6F118,IndiGo,CCU,HYD,CCU → HYD,52:41.7,01:41.7,4/19/2026,19,69,FALSE,FALSE,Valid
6F014,IndiGo,DEL,MAA,DEL → MAA,42:41.7,15:41.7,4/19/2026,19,213,FALSE,FALSE,Valid
6F065,IndiGo,MAA,BLR,MAA → BLR,40:41.7,23:41.7,4/19/2026,19,163,FALSE,FALSE,Valid
6F271,IndiGo,HYD,MAA,HYD → MAA,33:41.7,52:41.7,4/19/2026,19,199,FALSE,FALSE,Valid
SJ070,SpiceJet,MAA,CCU,MAA → CCU,55:41.7,48:41.7,4/19/2026,18,113,FALSE,FALSE,Valid
6F007,IndiGo,HYD,MAA,HYD → MAA,55:41.7,54:41.7,4/19/2026,18,59,FALSE,FALSE,Valid
UK007,Vistara,DEL,HYD,DEL → HYD,50:41.7,04:41.7,4/19/2026,18,134,FALSE,FALSE,Valid
SJ192,SpiceJet,HYD,BOM,HYD → BOM,45:42.0,45:42.0,4/19/2026,18,-1140,FALSE,TRUE,Invalid Duration
AI097,Air India,HYD,MAA,HYD → MAA,42:41.7,34:41.7,4/19/2026,18,292,FALSE,FALSE,Valid
6F256,IndiGo,BOM,CCU,BOM → CCU,40:41.7,13:41.7,4/19/2026,18,33,FALSE,FALSE,Valid
UK047,Vistara,BLR,HYD,BLR → HYD,40:41.7,45:41.7,4/19/2026,18,245,FALSE,FALSE,Valid
AI024,Air India,MAA,BOM,MAA → BOM,38:41.7,45:41.7,4/19/2026,18,67,FALSE,FALSE,Valid
UK113,Vistara,CCU,DEL,CCU → DEL,34:41.7,58:41.7,4/19/2026,18,264,FALSE,FALSE,Valid
SJ163,SpiceJet,DEL,HYD,DEL → HYD,32:41.7,08:41.7,4/19/2026,18,276,FALSE,FALSE,Valid
SJ208,SpiceJet,DEL,HYD,DEL → HYD,32:41.7,33:41.7,4/19/2026,18,61,FALSE,FALSE,Valid
SJ221,SpiceJet,MAA,HYD,MAA → HYD,31:41.7,17:41.7,4/19/2026,18,286,FALSE,FALSE,Valid
SJ084,SpiceJet,HYD,MAA,HYD → MAA,31:41.7,30:41.7,4/19/2026,18,59,FALSE,FALSE,Valid
6F127,IndiGo,HYD,BOM,HYD → BOM,27:41.7,28:41.7,4/19/2026,18,241,FALSE,FALSE,Valid
AI122,Air India,BOM,CCU,BOM → CCU,25:41.7,36:41.7,4/19/2026,18,251,FALSE,FALSE,Valid
AI139,Air India,HYD,MAA,HYD → MAA,23:41.7,24:41.7,4/19/2026,18,61,FALSE,FALSE,Valid
UK149,Vistara,MAA,DEL,MAA → DEL,22:41.7,08:41.7,4/19/2026,18,286,FALSE,FALSE,Valid
AI149,Air India,BOM,HYD,BOM → HYD,19:41.7,36:41.7,4/19/2026,18,197,FALSE,FALSE,Valid
SJ243,SpiceJet,BLR,DEL,BLR → DEL,17:41.7,03:41.7,4/19/2026,18,286,FALSE,FALSE,Valid
AI053,Air India,CCU,DEL,CCU → DEL,04:41.7,19:41.7,4/19/2026,18,255,FALSE,FALSE,Valid
UK061,Vistara,BLR,BOM,BLR → BOM,58:41.7,48:41.7,4/19/2026,17,110,FALSE,FALSE,Valid
SJ004,SpiceJet,MAA,DEL,MAA → DEL,52:41.7,01:41.7,4/19/2026,17,189,FALSE,FALSE,Valid
AI173,Air India,HYD,DEL,HYD → DEL,36:41.7,27:41.7,4/19/2026,17,291,FALSE,FALSE,Valid
6F085,IndiGo,HYD,MAA,HYD → MAA,32:41.7,32:42.0,4/19/2026,17,120.0049667,FALSE,FALSE,Valid
AI252,Air India,HYD,DEL,HYD → DEL,30:41.7,54:41.7,4/19/2026,17,264,FALSE,FALSE,Valid
SJ109,SpiceJet,BOM,DEL,BOM → DEL,24:41.7,28:41.7,4/19/2026,17,184,FALSE,FALSE,Valid
UK123,Vistara,BOM,DEL,BOM → DEL,24:41.7,18:41.7,4/19/2026,17,174,FALSE,FALSE,Valid
6F125,IndiGo,BOM,CCU,BOM → CCU,09:41.7,13:41.7,4/19/2026,17,244,FALSE,FALSE,Valid
UK183,Vistara,BLR,CCU,BLR → CCU,07:41.7,30:41.7,4/19/2026,17,83,FALSE,FALSE,Valid
AI110,Air India,BOM,CCU,BOM → CCU,07:41.7,00:41.7,4/19/2026,17,293,FALSE,FALSE,Valid
UK105,Vistara,CCU,HYD,CCU → HYD,04:41.7,11:41.7,4/19/2026,17,67,FALSE,FALSE,Valid
6F128,IndiGo,HYD,DEL,HYD → DEL,56:41.7,03:41.7,4/19/2026,16,67,FALSE,FALSE,Valid
6F224,IndiGo,DEL,MAA,DEL → MAA,53:41.7,52:41.7,4/19/2026,16,119,FALSE,FALSE,Valid
SJ130,SpiceJet,BOM,DEL,BOM → DEL,53:41.7,53:41.7,4/19/2026,16,240,FALSE,FALSE,Valid
AI224,Air India,DEL,HYD,DEL → HYD,51:41.7,36:41.7,4/19/2026,16,285,FALSE,FALSE,Valid
SJ182,SpiceJet,CCU,BOM,CCU → BOM,48:41.7,36:41.7,4/19/2026,16,48,FALSE,FALSE,Valid
UK164,Vistara,BOM,HYD,BOM → HYD,46:41.7,10:41.7,4/19/2026,16,264,FALSE,FALSE,Valid
AI161,Air India,CCU,BOM,CCU → BOM,40:41.7,40:41.7,4/19/2026,16,180,FALSE,FALSE,Valid
6F206,IndiGo,DEL,BOM,DEL → BOM,39:41.7,59:41.7,4/19/2026,16,260,FALSE,FALSE,Valid
SJ204,SpiceJet,CCU,DEL,CCU → DEL,34:41.7,15:41.7,4/19/2026,16,101,FALSE,FALSE,Valid
AI206,Air India,CCU,MAA,CCU → MAA,30:41.7,01:41.7,4/19/2026,16,211,FALSE,FALSE,Valid
6F140,IndiGo,CCU,HYD,CCU → HYD,30:41.7,21:41.7,4/19/2026,16,111,FALSE,FALSE,Valid
6F253,IndiGo,MAA,BLR,MAA → BLR,26:41.7,24:41.7,4/19/2026,16,118,FALSE,FALSE,Valid
SJ203,SpiceJet,DEL,HYD,DEL → HYD,22:41.7,27:41.7,4/19/2026,16,125,FALSE,FALSE,Valid
SJ161,SpiceJet,MAA,BLR,MAA → BLR,22:41.7,04:41.7,4/19/2026,16,42,FALSE,FALSE,Valid
AI098,Air India,HYD,MAA,HYD → MAA,01:41.7,11:41.7,4/19/2026,16,130,FALSE,FALSE,Valid
AI168,Air India,DEL,CCU,DEL → CCU,50:41.7,20:41.7,4/19/2026,15,270,FALSE,FALSE,Valid
UK190,Vistara,DEL,BLR,DEL → BLR,49:41.7,53:41.7,4/19/2026,15,184,FALSE,FALSE,Valid
AI085,Air India,DEL,HYD,DEL → HYD,45:41.7,33:41.7,4/19/2026,15,288,FALSE,FALSE,Valid
AI076,Air India,BLR,BOM,BLR → BOM,37:41.7,12:41.7,4/19/2026,15,35,FALSE,FALSE,Valid
UK130,Vistara,MAA,BLR,MAA → BLR,36:41.7,43:41.7,4/19/2026,15,247,FALSE,FALSE,Valid
6F038,IndiGo,HYD,MAA,HYD → MAA,36:41.7,33:41.7,4/19/2026,15,237,FALSE,FALSE,Valid
UK110,Vistara,HYD,DEL,HYD → DEL,26:41.7,13:41.7,4/19/2026,15,287,FALSE,FALSE,Valid
SJ013,SpiceJet,DEL,MAA,DEL → MAA,25:41.7,54:41.7,4/19/2026,15,269,FALSE,FALSE,Valid
AI039,Air India,MAA,BLR,MAA → BLR,24:41.7,56:41.7,4/19/2026,15,212,FALSE,FALSE,Valid
AI248,Air India,CCU,DEL,CCU → DEL,17:41.7,35:41.7,4/19/2026,15,78,FALSE,FALSE,Valid
6F199,IndiGo,DEL,MAA,DEL → MAA,15:41.7,32:41.7,4/19/2026,15,137,FALSE,FALSE,Valid
AI225,Air India,BOM,BLR,BOM → BLR,05:41.7,01:41.7,4/19/2026,15,56,FALSE,FALSE,Valid
SJ028,SpiceJet,CCU,BOM,CCU → BOM,04:41.7,32:41.7,4/19/2026,15,268,FALSE,FALSE,Valid
SJ012,SpiceJet,HYD,BLR,HYD → BLR,01:41.7,12:41.7,4/19/2026,15,71,FALSE,FALSE,Valid
SJ131,SpiceJet,MAA,HYD,MAA → HYD,00:41.7,07:41.7,4/19/2026,15,67,FALSE,FALSE,Valid
AI010,Air India,BOM,HYD,BOM → HYD,00:41.7,48:41.7,4/19/2026,15,288,FALSE,FALSE,Valid
6F020,IndiGo,BOM,HYD,BOM → HYD,58:41.7,43:41.7,4/19/2026,14,105,FALSE,FALSE,Valid
SJ038,SpiceJet,BLR,DEL,BLR → DEL,57:41.7,46:41.7,4/19/2026,14,169,FALSE,FALSE,Valid
UK204,Vistara,BLR,DEL,BLR → DEL,46:41.7,24:41.7,4/19/2026,14,98,FALSE,FALSE,Valid
AI036,Air India,BOM,CCU,BOM → CCU,45:41.7,16:41.7,4/19/2026,14,91,FALSE,FALSE,Valid
AI100,Air India,CCU,BOM,CCU → BOM,42:41.7,22:41.7,4/19/2026,14,220,FALSE,FALSE,Valid
SJ215,SpiceJet,CCU,DEL,CCU → DEL,37:41.7,12:41.7,4/19/2026,14,95,FALSE,FALSE,Valid
UK155,Vistara,MAA,HYD,MAA → HYD,34:41.7,37:41.7,4/19/2026,14,243,FALSE,FALSE,Valid
SJ173,SpiceJet,CCU,HYD,CCU → HYD,27:41.7,09:41.7,4/19/2026,14,102,FALSE,FALSE,Valid
UK179,Vistara,DEL,HYD,DEL → HYD,25:41.7,15:41.7,4/19/2026,14,290,FALSE,FALSE,Valid
UK221,Vistara,CCU,DEL,CCU → DEL,18:41.7,44:41.7,4/19/2026,14,266,FALSE,FALSE,Valid
UK023,Vistara,DEL,MAA,DEL → MAA,15:41.7,03:41.7,4/19/2026,14,288,FALSE,FALSE,Valid
SJ107,SpiceJet,BOM,MAA,BOM → MAA,10:41.7,38:41.7,4/19/2026,14,268,FALSE,FALSE,Valid
AI073,Air India,BOM,BLR,BOM → BLR,08:41.7,10:41.7,4/19/2026,14,122,FALSE,FALSE,Valid
SJ187,SpiceJet,MAA,BLR,MAA → BLR,07:41.7,30:41.7,4/19/2026,14,203,FALSE,FALSE,Valid
UK058,Vistara,MAA,BOM,MAA → BOM,46:41.7,04:41.7,4/19/2026,13,198,FALSE,FALSE,Valid
SJ063,SpiceJet,MAA,BOM,MAA → BOM,38:41.7,23:41.7,4/19/2026,13,105,FALSE,FALSE,Valid
SJ062,SpiceJet,BLR,HYD,BLR → HYD,37:41.7,06:41.7,4/19/2026,13,209,FALSE,FALSE,Valid
UK048,Vistara,MAA,DEL,MAA → DEL,36:41.7,21:41.7,4/19/2026,13,285,FALSE,FALSE,Valid
AI181,Air India,MAA,HYD,MAA → HYD,29:41.7,55:41.7,4/19/2026,13,206,FALSE,FALSE,Valid
AI003,Air India,BLR,HYD,BLR → HYD,27:41.7,55:41.7,4/19/2026,13,208,FALSE,FALSE,Valid
6F041,IndiGo,MAA,BOM,MAA → BOM,19:41.7,48:41.7,4/19/2026,13,209,FALSE,FALSE,Valid
6F175,IndiGo,MAA,CCU,MAA → CCU,18:41.7,13:41.7,4/19/2026,13,115,FALSE,FALSE,Valid
6F013,IndiGo,BOM,CCU,BOM → CCU,15:41.7,05:41.7,4/19/2026,13,290,FALSE,FALSE,Valid
SJ040,SpiceJet,BOM,CCU,BOM → CCU,12:41.7,44:41.7,4/19/2026,13,212,FALSE,FALSE,Valid
SJ016,SpiceJet,HYD,CCU,HYD → CCU,01:41.7,26:41.7,4/19/2026,13,205,FALSE,FALSE,Valid
6F135,IndiGo,MAA,HYD,MAA → HYD,59:41.7,45:41.7,4/19/2026,12,46,FALSE,FALSE,Valid
6F150,IndiGo,HYD,MAA,HYD → MAA,55:41.7,53:41.7,4/19/2026,12,238,FALSE,FALSE,Valid
AI083,Air India,DEL,BOM,DEL → BOM,54:41.7,37:41.7,4/19/2026,12,43,FALSE,FALSE,Valid
SJ166,SpiceJet,CCU,HYD,CCU → HYD,51:41.7,18:41.7,4/19/2026,12,207,FALSE,FALSE,Valid
SJ027,SpiceJet,BOM,MAA,BOM → MAA,50:41.7,13:41.7,4/19/2026,12,263,FALSE,FALSE,Valid
6F134,IndiGo,BLR,MAA,BLR → MAA,47:41.7,06:41.7,4/19/2026,12,79,FALSE,FALSE,Valid
UK225,Vistara,MAA,BLR,MAA → BLR,46:41.7,02:41.7,4/19/2026,12,136,FALSE,FALSE,Valid
